ID,Source,Severity,Start_Lat,Start_Lng,End_Lat,End_Lng,Street,City,County,State,Zipcode,Country,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3772956,Source1,2,35.917445,-78.78919499999998,35.91732899999999,-78.78903299999998,Glenwood Ave,Durham,Wake,NC,27703,US,2023-01-20 14:51:00,58.0,58.0,32.0,29.51,10.0,WNW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3773296,Source1,2,35.96259699999999,-78.865376,35.94423,-78.861867,Durham Fwy S,Durham,Durham,NC,27703,US,2022-11-16 06:51:00,43.0,43.0,93.0,29.63,3.0,VAR,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3774605,Source1,2,36.007865,-78.93101999999998,35.98592100000001,-78.895313,NC-147,Durham,Durham,NC,27705,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3774660,Source1,2,35.88517785055216,-78.84266495667056,35.882137850552155,-78.83981495667057,I-40,Durham,Durham,NC,27703,US,2022-02-23 15:51:00,70.0,70.0,76.0,29.7,10.0,WSW,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3775199,Source1,2,35.904195,-78.883023,35.906574,-78.94771,I-40 W,Durham,Durham,NC,27713,US,2022-09-16 17:51:00,82.0,82.0,47.0,29.72,10.0,ENE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3778273,Source1,2,36.01536154729835,-78.86656880341117,36.02727154729835,-78.84946880341117,I-85 N,Durham,Durham,NC,27704,US,2022-01-31 10:51:00,42.0,37.0,35.0,29.78,10.0,ENE,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3780605,Source1,2,35.907994,-78.90792900000002,35.90133200000001,-78.876823,I-40,Durham,Durham,NC,27713,US,2022-05-19 15:51:00,91.0,91.0,47.0,29.37,10.0,WSW,16.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3781728,Source1,2,36.031806,-78.841787,36.042498,-78.820771,I-85 N,Durham,Durham,NC,27704,US,2022-09-19 20:51:00,76.0,76.0,69.0,29.57,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3786580,Source1,2,36.0612,-78.790199,36.075341,-78.772062,I-85 N,Durham,Durham,NC,27704,US,2022-07-21 05:19:00,76.0,76.0,94.0,29.41,10.0,WSW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3786636,Source1,2,35.91655,-78.787972,35.912484,-78.782096, Glenwood Ave,Durham,Wake,NC,27703-8136,US,2022-01-20 16:51:00,42.0,36.0,96.0,29.71,4.0,NNE,12.0,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3794562,Source1,2,35.912554,-78.982986,35.912263,-78.98344499999997,NC-54,Durham,Durham,NC,27707,US,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-3796640,Source1,2,35.90918898565336,-78.93212199173483,35.90725898565336,-78.89978199173481,I-40,Durham,Durham,NC,27713,US,2022-04-01 15:51:00,68.0,68.0,24.0,29.44,10.0,WNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3799133,Source1,2,36.05570197088215,-78.79923462830162,36.033131970882145,-78.83932462830163,US-15,Durham,Durham,NC,27704,US,2022-01-17 16:51:00,38.0,30.0,44.0,29.26,10.0,WNW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3801777,Source1,2,35.920317,-78.793138,35.912357,-78.781914, Glenwood Ave,Durham,Wake,NC,27703-8138,US,2022-04-26 16:19:00,66.0,66.0,90.0,29.6,7.0,NW,6.0,0.04,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3801778,Source1,2,35.918806,-78.791071,35.912484,-78.782096, Glenwood Ave,Durham,Wake,NC,27703-8137,US,2022-04-06 16:51:00,81.0,81.0,44.0,29.3,10.0,SW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3802709,Source1,2,35.907994,-78.90792900000002,35.90649000000001,-78.89150500000002,I-40,Durham,Durham,NC,27713,US,2022-04-04 07:51:00,41.0,41.0,73.0,29.68,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3802747,Source1,2,35.994524,-78.91153800000002,36.003575,-78.92012700000002,Durham Fwy N,Durham,Durham,NC,27701,US,2022-06-16 13:51:00,89.0,89.0,57.0,29.72,10.0,S,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3802911,Source1,2,35.894609,-78.860618,35.890652,-78.848669,I-40 E,Durham,Durham,NC,27709,US,2022-02-17 16:51:00,74.0,74.0,45.0,29.58,10.0,S,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3803297,Source1,2,35.909346,-78.922962,35.907277,-78.90007299999998,I-40 E,Durham,Durham,NC,27713,US,2022-08-07 15:51:00,91.0,91.0,52.0,29.72,10.0,VAR,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3806566,Source1,2,35.900803,-78.875024,35.904794,-78.97046999999998,I-40,Durham,Durham,NC,27709,US,2022-11-18 17:51:00,44.0,42.0,43.0,29.8,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3808729,Source1,4,36.119825,-78.932062,36.117874,-78.929441, Guess Rd,Durham,Durham,NC,27712-9275,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3812318,Source1,2,35.975682,-78.78666199999998,35.975705,-78.785957, Wake Forest Hwy,Durham,Durham,NC,27703-3705,US,2022-08-30 16:51:00,93.0,93.0,44.0,29.43,10.0,SSW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3812448,Source1,2,35.950286,-78.999535,35.947718,-78.99629499999998,Durham Chapel Hill Blvd,Durham,Durham,NC,27707,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3813554,Source1,4,36.048149,-78.811424,36.048344,-78.811109,I-85 N,Durham,Durham,NC,27704,US,2022-11-15 11:51:00,47.0,43.0,80.0,29.78,4.0,ENE,8.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3820180,Source1,2,35.898752,-78.870997,35.893381,-78.855674,I-40 E,Durham,Durham,NC,27709,US,2022-07-06 17:51:00,98.0,98.0,42.0,29.46,10.0,WSW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3820774,Source1,2,35.91427,-78.783749,35.91421,-78.784216, Skyland Ridge Pkwy,Durham,Wake,NC,27703,US,2023-01-18 07:51:00,51.0,51.0,92.0,29.57,3.0,WSW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3822072,Source1,2,36.032326,-78.963429,36.038943,-79.019374,NC-147,Durham,Durham,NC,27705,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3822218,Source1,2,35.903968,-78.95994,35.905833,-78.888138,I-40 E,Durham,Durham,NC,27713,US,2022-12-22 16:25:00,41.0,35.0,93.0,29.36,1.0,WNW,9.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3823248,Source1,2,35.926539,-78.80161899999997,35.926294,-78.801299, Glenwood Ave,Durham,Wake,NC,27703-8157,US,2022-12-11 19:51:00,50.0,50.0,74.0,29.66,10.0,W,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3825010,Source1,2,35.90474725,-78.95591855,35.90917725,-78.93211855,I-40,Durham,Durham,NC,27713,US,2022-09-27 17:51:00,76.0,76.0,25.0,29.55,10.0,VAR,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3826226,Source1,2,36.001085,-78.95837900000002,35.977299,-78.95914300000003,US-15 S,Durham,Durham,NC,27705,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3830864,Source1,2,35.96949,-79.03372,36.00561300000001,-79.08167399999998,Sunrise Rd,Durham,Orange,NC,27707,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3833265,Source1,2,35.90366599999999,-78.96472,35.907289,-78.943237,I-40 E,Durham,Durham,NC,27713,US,2022-09-27 18:51:00,73.0,73.0,29.0,29.57,10.0,NW,5.0,0.0,Partly Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3834066,Source1,2,35.98380200000001,-78.892954,35.984154,-78.89335600000003,Durham Fwy N,Durham,Durham,NC,27701,US,2023-01-20 13:51:00,59.0,59.0,32.0,29.5,10.0,VAR,7.0,0.0,Fair,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3834664,Source1,2,36.02340817,-78.94847274,36.02094817,-78.95003274,US-501,Durham,Durham,NC,27705,US,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3834821,Source1,2,35.927925,-78.85981,35.924464,-78.860527,Durham Fwy S,Durham,Durham,NC,27709,US,2022-05-27 10:51:00,70.0,70.0,100.0,29.52,1.0,WSW,7.0,0.83,Light Rain with Thunder,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3841200,Source1,2,35.923216,-78.796829,35.926332,-78.80108100000002, Glenwood Ave,Durham,Wake,NC,27703-8133,US,2022-03-24 08:24:00,67.0,67.0,97.0,29.44,10.0,SW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3841567,Source1,2,35.90418935,-78.88302684,35.90738935,-78.89949684,I-40,Durham,Durham,NC,27709,US,2022-12-06 17:51:00,58.0,58.0,93.0,29.81,10.0,CALM,0.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-3843122,Source1,2,35.91294600000001,-78.866559,35.914657,-78.86801,,Durham,Durham,NC,27709,US,2023-02-13 18:51:00,55.0,55.0,35.0,29.44,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-3843242,Source1,2,35.92912000000001,-78.80516899999998,35.91732899999999,-78.78903299999998, E US 70 Hwy,Durham,Durham,NC,27703-9408,US,2022-07-20 17:51:00,94.0,94.0,51.0,29.39,10.0,WSW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3844454,Source1,2,35.91644167882959,-78.86296391449517,35.91201167882959,-78.8651139144952,I-885,Durham,Durham,NC,27709,US,2022-02-27 00:51:00,42.0,42.0,82.0,29.87,9.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3846065,Source1,2,35.903716,-78.858297,35.903562,-78.857869,Loop Rd,Durham,Durham,NC,27709,US,2022-07-24 18:51:00,82.0,82.0,67.0,29.64,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3846890,Source1,2,35.906919,-78.894405,35.908259,-78.90894499999997,I-40 W,Durham,Durham,NC,27713,US,2022-12-01 17:51:00,40.0,40.0,53.0,30.05,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3846891,Source1,2,35.90678300000001,-78.892933,35.908259,-78.90894499999997,I-40 W,Durham,Durham,NC,27713,US,2022-03-04 07:51:00,42.0,35.0,40.0,30.06,10.0,NE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3849300,Source1,4,36.124564,-78.942112,36.13622,-78.948409, Guess Rd,Durham,Durham,NC,27712-9277,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3850647,Source1,2,36.02840781,-78.9580214,36.03541781,-78.96877140000002,I-85,Durham,Durham,NC,27705,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-3851570,Source1,2,35.95099000000001,-78.998897,35.95082199999999,-78.999257,I-40 W,Durham,Durham,NC,27707,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3851709,Source1,2,36.022461,-78.85425,36.030923,-78.843712,US-15,Durham,Durham,NC,27704,US,2022-05-02 20:51:00,73.0,73.0,76.0,29.59,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3851710,Source1,2,36.01536154729835,-78.86656880341117,36.02727154729835,-78.84946880341117,I-85 N,Durham,Durham,NC,27704,US,2022-01-24 17:51:00,46.0,42.0,46.0,29.46,10.0,S,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3858661,Source1,2,35.89004,-78.847803,35.865544,-78.82109200000002,I-40 E,Durham,Durham,NC,27703,US,2022-04-14 10:51:00,75.0,75.0,69.0,29.52,10.0,SW,15.0,0.0,Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3859957,Source1,2,36.04456543905237,-78.81764531097974,36.03312543905237,-78.83933531097976,US-15,Durham,Durham,NC,27704,US,2022-04-27 16:51:00,72.0,72.0,21.0,29.62,10.0,NW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3860888,Source1,4,35.968022,-78.83444200000002,35.96837,-78.83445999999998, Pleasant Dr,Durham,Durham,NC,27703-5207,US,2022-02-25 15:51:00,69.0,69.0,58.0,29.69,10.0,W,9.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-3861617,Source1,2,35.895558,-78.86251899999998,35.909616,-78.925781,I-40 W,Durham,Durham,NC,27709,US,2023-01-25 16:51:00,64.0,64.0,90.0,29.3,6.0,SSW,14.0,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3861618,Source1,2,35.881642,-78.83893,35.895558,-78.86251899999998,I-40 W,Durham,Durham,NC,27703,US,2022-07-15 18:06:00,71.0,71.0,93.0,29.69,1.0,E,8.0,0.59,Heavy T-Storm,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3864990,Source1,2,35.987629,-78.897142,35.980898,-78.88735,NC-147,Durham,Durham,NC,27701,US,2022-01-11 07:51:00,28.0,22.0,51.0,30.08,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3866063,Source1,2,35.90366599999999,-78.96472,35.906038,-78.88886,I-40 E,Durham,Durham,NC,27713,US,2022-11-22 14:51:00,61.0,61.0,24.0,29.88,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3867218,Source1,2,35.915274,-78.786144,35.912484,-78.782096, Glenwood Ave,Durham,Wake,NC,27703-8135,US,2022-12-31 14:51:00,66.0,66.0,87.0,29.52,7.0,SSW,9.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3867219,Source1,2,35.918806,-78.791071,35.912484,-78.782096, Glenwood Ave,Durham,Wake,NC,27703-8137,US,2022-04-06 16:51:00,81.0,81.0,44.0,29.3,10.0,SW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3870049,Source1,2,35.87552700000001,-78.83357600000002,35.835047,-78.771165,I-40 E,Durham,Durham,NC,27703,US,2022-04-20 16:51:00,65.0,65.0,33.0,29.96,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3871336,Source1,2,35.94309210760144,-78.86116147003716,35.93595210760144,-78.85887147003716,I-885,Durham,Durham,NC,27703,US,2022-03-17 08:38:00,56.0,56.0,93.0,29.46,2.0,VAR,6.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3872291,Source1,2,35.965043,-78.833325,35.968022,-78.83444200000002, S Mineral Springs Rd,Durham,Durham,NC,27703-9635,US,2022-02-25 15:51:00,69.0,69.0,58.0,29.69,10.0,W,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3872514,Source1,2,35.98416209203727,-78.9587080474903,35.983402092037274,-78.9572780474903,,Durham,Durham,NC,27705,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3876029,Source1,2,35.878443,-78.836329,35.87398,-78.829132,I-40 E,Durham,Durham,NC,27703,US,2022-10-03 11:51:00,57.0,57.0,74.0,29.71,10.0,NNE,12.0,0.0,Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3876181,Source1,2,35.96837,-78.83445999999998,35.968022,-78.83444200000002, S Mineral Springs Rd,Durham,Durham,NC,27703-4834,US,2022-02-25 15:51:00,69.0,69.0,58.0,29.69,10.0,W,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3877675,Source1,2,36.013580560512466,-78.87639641724171,36.01413056051247,-78.88439641724166,I-85,Durham,Durham,NC,27704,US,2022-04-06 18:51:00,79.0,79.0,47.0,29.27,10.0,S,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3878693,Source1,2,35.96371,-78.865187,35.965958,-78.86565300000002,NC-147,Durham,Durham,NC,27703,US,2023-02-23 15:51:00,84.0,84.0,51.0,29.56,10.0,SW,18.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3882113,Source1,2,35.976172,-78.875574,35.96259699999999,-78.865376,NC-147,Durham,Durham,NC,27703,US,2022-11-10 18:51:00,70.0,70.0,71.0,29.69,10.0,ENE,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-3883137,Source1,2,35.876412,-78.834111,35.880556,-78.83789,I-40 W,Durham,Durham,NC,27703,US,2022-07-19 18:51:00,90.0,90.0,52.0,29.47,10.0,W,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3884505,Source1,2,35.90260148,-78.87965798,35.89854148,-78.87619798,I-40,Durham,Durham,NC,27713,US,2023-02-09 17:51:00,71.0,71.0,61.0,29.62,10.0,SSW,9.0,0.0,Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3885342,Source1,2,35.903968,-78.95994,35.907639,-78.941466,I-40 E,Durham,Durham,NC,27713,US,2022-10-14 18:51:00,65.0,65.0,47.0,29.55,10.0,S,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3886460,Source1,2,35.98341107351311,-78.95727038345835,35.98417107351311,-78.95870038345835,,Durham,Durham,NC,27705,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3887038,Source1,2,35.898318,-78.867574,35.89963,-78.870713,I-40 W,Durham,Durham,NC,27709,US,2023-02-17 11:51:00,65.0,65.0,90.0,29.33,10.0,SW,18.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3887063,Source1,2,35.920917,-78.793948,35.914772,-78.785422, Glenwood Ave,Durham,Wake,NC,27703-8138,US,2022-05-25 16:51:00,67.0,67.0,79.0,29.83,10.0,NE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3892280,Source1,2,35.92021822912254,-78.86148333511895,35.91644822912253,-78.86296333511895,I-885,Durham,Durham,NC,27709,US,2022-02-13 23:51:00,33.0,33.0,89.0,29.68,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3897639,Source1,4,35.917511,-78.789014,35.917957,-78.789612,Glenwood Ave,Durham,Wake,NC,27703,US,2022-05-01 07:51:00,55.0,55.0,100.0,29.68,8.0,CALM,0.0,0.0,Partly Cloudy,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3897640,Source1,4,35.917957,-78.789612,35.918662,-78.790575, Glenwood Ave,Durham,Wake,NC,27703-8130,US,2022-03-24 10:51:00,69.0,69.0,93.0,29.45,10.0,SSW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3901668,Source1,2,35.979757,-78.88904699999998,35.981037,-78.888481, Eugene St,Durham,Durham,NC,27701-4224,US,2022-09-07 08:51:00,76.0,76.0,85.0,29.52,10.0,NNE,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3903490,Source1,2,35.973896999999994,-78.87185600000002,35.954374,-78.864272,Durham Fwy S,Durham,Durham,NC,27703,US,2022-07-21 16:51:00,75.0,75.0,96.0,29.44,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3904113,Source1,2,35.899744,-78.871091,35.90665100000001,-78.891452,I-40,Durham,Durham,NC,27709,US,2022-08-03 09:51:00,84.0,84.0,63.0,29.63,10.0,NE,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3904165,Source1,4,36.02701306,-78.95641208,36.02478306,-78.95349208,I-85,Durham,Durham,NC,27705,US,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3904598,Source1,2,36.02721500000001,-78.956257,36.038644,-79.011696,I-85 S,Durham,Durham,NC,27705,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3905878,Source1,2,35.881796,-78.839496,35.873044,-78.831174,I-40 E,Durham,Durham,NC,27703,US,2023-01-30 16:51:00,65.0,65.0,63.0,29.7,10.0,VAR,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3905879,Source1,2,35.885175,-78.842675,35.876373,-78.834369,I-40 E,Durham,Durham,NC,27703,US,2022-12-14 17:51:00,44.0,44.0,68.0,29.71,10.0,E,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3905984,Source1,2,36.0157477853965,-78.89347672424846,36.0138277853965,-78.88304672424846,US-15,Durham,Durham,NC,27701,US,2022-01-18 16:51:00,45.0,45.0,37.0,29.74,10.0,VAR,3.0,0.0,Fair,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3911526,Source1,2,35.90717700000001,-78.89901,35.903106,-78.88086,I-40 E,Durham,Durham,NC,27713,US,2023-01-17 12:51:00,49.0,47.0,80.0,29.41,6.0,WSW,5.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3914268,Source1,2,35.94770550710703,-78.99628043137075,35.91635550710703,-78.98422043137073,I-40,Durham,Durham,NC,27707,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3914534,Source1,4,35.97995200000001,-78.814776,35.981035,-78.81933000000002, Wake Forest Hwy,Durham,Durham,NC,27703-3610,US,2022-11-12 15:51:00,73.0,73.0,64.0,29.38,10.0,SW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3915233,Source1,2,36.03371,-78.837682,36.043669,-78.81882900000002,I-85 N,Durham,Durham,NC,27704,US,2022-04-01 17:51:00,66.0,66.0,25.0,29.48,10.0,W,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3915834,Source1,2,36.02093400000001,-78.856061,36.029924,-78.845765,US-15,Durham,Durham,NC,27704,US,2022-01-18 16:51:00,45.0,45.0,37.0,29.74,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3916197,Source1,2,35.954997,-79.00367299999998,35.956257,-79.00560899999998,I-40 W,Durham,Orange,NC,27707,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3916228,Source1,2,35.91644168,-78.86296391,35.91294168,-78.86654391,I-885,Durham,Durham,NC,27709,US,2022-10-10 16:51:00,71.0,71.0,41.0,29.8,10.0,NE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3921712,Source1,2,36.068795,-78.780746,36.06016,-78.791899,I-85 S,Durham,Durham,NC,27704,US,2022-06-20 23:51:00,64.0,64.0,67.0,29.77,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3926381,Source1,2,36.01328015,-78.87498021,36.01051015,-78.86781021,US-70,Durham,Durham,NC,27704,US,2023-01-24 17:51:00,51.0,51.0,36.0,29.81,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3928120,Source1,2,35.989929,-78.902992,35.972817,-78.87078000000002,Durham Fwy S,Durham,Durham,NC,27701,US,2022-07-11 16:51:00,83.0,83.0,56.0,29.52,10.0,E,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3928524,Source1,2,36.118114,-78.902893,36.117609,-78.90316700000002, N Roxboro Rd,Durham,Durham,NC,27712-3544,US,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3930911,Source1,2,35.906919,-78.894405,35.904794,-78.97046999999998,I-40 W,Durham,Durham,NC,27713,US,2022-11-18 17:51:00,44.0,42.0,43.0,29.8,10.0,S,5.0,0.0,Fair,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3932429,Source1,2,36.04727000000001,-78.813182,36.035156,-78.834923,I-85 S,Durham,Durham,NC,27704,US,2022-01-17 16:51:00,38.0,30.0,44.0,29.26,10.0,WNW,12.0,0.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
